Angkatan,Kode MK,Nama Mata Kuliah
20091,MAT8303,Matematika Diskrit
20091,MAT8303,Matematika Diskrit
20091,IF8403,Organisasi dan  Arsitektur Komputer
20091,MAT8201,Kalkulus II
20091,MAT8201,Kalkulus II
20091,IF8201L,Praktikum Dasar Pemrograman
20091,MAT8201,Kalkulus II
20091,IF8301,Algoritma dan Struktur Data
20091,IF8301L,Praktikum Algoritma dan Struktur Data
20091,MAT8201,Kalkulus II
20091,IF8301L,Praktikum Algoritma dan Struktur Data
20091,IF8402L,Praktikum Pemrograman Berorientasi Objek
20091,IF8604,Sistem Terdistribusi
20091,UN8102,Bahasa Arab I
20091,FIS8101,Fisika Dasar
20091,FIS8101L,Praktikum Fisika Dasar
20091,MAT8201,Kalkulus II
20091,IF8301,Algoritma dan Struktur Data
20091,IF8402L,Praktikum Pemrograman Berorientasi Objek
20091,MAT8201,Kalkulus II
20091,UN8208,Ilmu TauhidAqidah
20091,MAT8201,Kalkulus II
20091,MAT8303,Matematika Diskrit
20091,EL8301,Teknik Dijital
20091,IF8402L,Praktikum Pemrograman Berorientasi Objek
20091,MAT8303,Matematika Diskrit
20091,MAT8201,Kalkulus II
20091,MAT8304,Logika Informatika
20091,IF8301L,Praktikum Algoritma dan Struktur Data
20091,MAT8101,Kalkulus I
20091,MAT8101,Kalkulus I
20091,KIM8101,Kimia Dasar
20091,EL8201,Dasar Rangkaian Elektrik
20091,MAT8201,Kalkulus II
20091,IF8402L,Praktikum Pemrograman Berorientasi Objek
20091,IF8402L,Praktikum Pemrograman Berorientasi Objek
20091,MAT8201,Kalkulus II
20091,MAT8201,Kalkulus II
20091,MAT8304,Logika Informatika
20091,IF8301L,Praktikum Algoritma dan Struktur Data
20091,MAT8101,Kalkulus I
20091,MAT8101,Kalkulus I
20091,MAT8201,Kalkulus II
20091,IF8301,Algoritma dan Struktur Data
20091,IF8402L,Praktikum Pemrograman Berorientasi Objek
20091,FIS8101,Fisika Dasar
20091,FIS8101L,Praktikum Fisika Dasar
20091,IF8407,Grafika Komputer
20101,MAT8201,Kalkulus II
20101,IF8507,Komunikasi Antar Personel
20101,KIM8101,Kimia Dasar
20101,IF8201L,Praktikum Dasar Pemrograman
20101,MAT8303,Matematika Diskrit
20101,IF8407,Grafika Komputer
20101,MAT8201,Kalkulus II
20101,MAT8101,Kalkulus I
20101,MAT8201,Kalkulus II
20101,IF8605,Intelegensia Buatan
20101,MAT8201,Kalkulus II
20101,MAT8201,Kalkulus II
20101,IF8201L,Praktikum Dasar Pemrograman
20101,MAT8201,Kalkulus II
20101,MAT8201,Kalkulus II
20101,MAT8201,Kalkulus II
20101,MAT8301,Probabilitas dan Statistika
20101,IF8402L,Praktikum Pemrograman Berorientasi Objek
20101,IF8406,Strategi Algoritma
20101,IF8407,Grafika Komputer
20101,IF8703,Metode Penelitian
20101,EKT8801,Ekonomi Teknik
20101,KIM8101,Kimia Dasar
20101,IF8201,Dasar Pemrograman
20101,MAT8301,Probabilitas dan Statistika
20101,IF8407,Grafika Komputer
20101,IF8403,Organisasi dan  Arsitektur Komputer
20101,KIM8101L,Praktikum Kimia Dasar
20101,MAT8201,Kalkulus II
20101,MAT8303,Matematika Diskrit
20101,IF8407,Grafika Komputer
20101,IF8404,Rekayasa Perangkat Lunak
20101,MAT8201,Kalkulus II
20101,MAT8304,Logika Informatika
20101,MAT8201,Kalkulus II
20101,MAT8301,Probabilitas dan Statistika
20101,MAT8201,Kalkulus II
20101,KIM8101,Kimia Dasar
20101,MAT8201,Kalkulus II
20101,IF8605,Intelegensia Buatan
20101,EKT8801,Ekonomi Teknik
20101,MAT8201,Kalkulus II
20101,MAT8201,Kalkulus II
20101,MAT8101,Kalkulus I
20101,EKT8801,Ekonomi Teknik
20101,IF8201L,Praktikum Dasar Pemrograman
20101,MAT8101,Kalkulus I
20101,MAT8101,Kalkulus I
20101,MAT8303,Matematika Diskrit
20101,KIM8101,Kimia Dasar
20101,IF8401L,Praktikum Basis Data
20101,KIM8101,Kimia Dasar
20101,IF8706P,Sistem Informasi Enterprise
20101,MAT8101,Kalkulus I
20101,MAT8201,Kalkulus II
20101,IF8401L,Praktikum Basis Data
20101,IF8401L,Praktikum Basis Data
20101,IF8603,Kriptografi
20101,IF8701,Sistem Multimedia
20101,IF8701P,ECommerce
20101,MAT8101,Kalkulus I
20101,MAT8201,Kalkulus II
20101,MAT8301,Probabilitas dan Statistika
20101,EKT8801,Ekonomi Teknik
20101,MAT8101,Kalkulus I
20101,KIM8101,Kimia Dasar
20101,KIM8101L,Praktikum Kimia Dasar
20101,EL8201,Dasar Rangkaian Elektrik
20101,MAT8303,Matematika Diskrit
20101,MAT8302,Matematika Teknik
20101,MAT8101,Kalkulus I
20101,MAT8201,Kalkulus II
20101,IF8201L,Praktikum Dasar Pemrograman
20101,MAT8201,Kalkulus II
20101,MAT8101,Kalkulus I
20101,IF8706P,Sistem Informasi Enterprise
20101,EL8201,Dasar Rangkaian Elektrik
20101,MAT8302,Matematika Teknik
20101,IF8507,Komunikasi Antar Personel
20101,IF8603,Kriptografi
20101,IF8703,Metode Penelitian
20101,EKT8801,Ekonomi Teknik
20101,IF8708P,Data Mining
20101,IF8201,Dasar Pemrograman
20101,MAT8201,Kalkulus II
20101,IF8201L,Praktikum Dasar Pemrograman
20101,FIS8101,Fisika Dasar
20101,EL8201,Dasar Rangkaian Elektrik
20101,UN8208,Ilmu TauhidAqidah
20101,UN8201,Akhlak Tasawuf
20101,EL8201,Dasar Rangkaian Elektrik
20101,MAT8101,Kalkulus I
20101,EL8301L,Praktikum Teknik Digital
20101,FIS8101,Fisika Dasar
20101,EKT8801,Ekonomi Teknik
20101,FIS8101L,Praktikum Fisika Dasar
20101,EL8201,Dasar Rangkaian Elektrik
20101,MAT8201,Kalkulus II
20101,IF8601L,Praktikum Jaringan Komputer Lanjut
20101,IF8801,Kewirausahaan dan Etika Bisnis
20101,IF8602,Pemrograman Internet
20101,MAT8301,Probabilitas dan Statistika
20101,IF8604,Sistem Terdistribusi
20101,IF8703,Metode Penelitian
20101,MAT8301,Probabilitas dan Statistika
20101,EL8301L,Praktikum Teknik Digital
20101,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20101,MAT8301,Probabilitas dan Statistika
20101,FIS8101,Fisika Dasar
20101,EL8201,Dasar Rangkaian Elektrik
20101,MAT8201,Kalkulus II
20101,EL8301L,Praktikum Teknik Digital
20101,EL8201,Dasar Rangkaian Elektrik
20101,FIS8101,Fisika Dasar
20101,EL8301L,Praktikum Teknik Digital
20101,IF8703,Metode Penelitian
20101,FIS8101L,Praktikum Fisika Dasar
20101,EL8201,Dasar Rangkaian Elektrik
20101,IF8801,Kewirausahaan dan Etika Bisnis
20101,FIS8101L,Praktikum Fisika Dasar
20101,IF8504,Sistem Operasi
20101,FIS8101,Fisika Dasar
20101,IF8201,Dasar Pemrograman
20101,EL8201,Dasar Rangkaian Elektrik
20101,UN8208,Ilmu TauhidAqidah
20101,IF8201L,Praktikum Dasar Pemrograman
20101,MAT8304,Logika Informatika
20101,FIS15101,Fisika Dasar
20101,IF15102L,Praktikum Dasar Pemrograman
20101,IF8801,Kewirausahaan dan Etika Bisnis
20101,FIS15101,Fisika Dasar
20101,FIS8101,Fisika Dasar
20101,IF8407,Grafika Komputer
20101,UN8208,Ilmu TauhidAqidah
20101,IF8201L,Praktikum Dasar Pemrograman
20101,MAT8302,Matematika Teknik
20101,IF8401,Basis Data
20101,IF8401L,Praktikum Basis Data
20101,FIS8101,Fisika Dasar
20101,IF8201L,Praktikum Dasar Pemrograman
20101,MAT8301,Probabilitas dan Statistika
20101,MAT8101,Kalkulus I
20101,FIS8101,Fisika Dasar
20101,MAT8101,Kalkulus I
20101,IF8201,Dasar Pemrograman
20101,EL8201,Dasar Rangkaian Elektrik
20101,IF8401L,Praktikum Basis Data
20101,IF8703,Metode Penelitian
20101,IF8504,Sistem Operasi
20101,IF8506,Interaksi Manusia dan Komputer
20101,IF8703,Metode Penelitian
20101,EL8201,Dasar Rangkaian Elektrik
20101,MAT8101,Kalkulus I
20101,MAT8302,Matematika Teknik
20101,IF8407,Grafika Komputer
20101,FIS8101,Fisika Dasar
20101,IF8407,Grafika Komputer
20101,MAT8101,Kalkulus I
20101,IF8301,Algoritma dan Struktur Data
20101,MAT8304,Logika Informatika
20101,MAT8303,Matematika Diskrit
20101,EKM8701,Pengantar Ekonomi Makro
20101,MAT8101,Kalkulus I
20101,IF8407,Grafika Komputer
20101,FIS8101,Fisika Dasar
20101,MAT8101,Kalkulus I
20101,MAT8304,Logika Informatika
20101,EL8301L,Praktikum Teknik Digital
20101,MAT8301,Probabilitas dan Statistika
20101,MAT8301,Probabilitas dan Statistika
20101,IF8407,Grafika Komputer
20101,MAT8301,Probabilitas dan Statistika
20101,EKT8801,Ekonomi Teknik
20101,IF8708P,Data Mining
20101,EKT8801,Ekonomi Teknik
20111,MAT8101,Kalkulus I
20111,MAT8101,Kalkulus I
20111,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20111,IF8404,Rekayasa Perangkat Lunak
20111,KIM8101L,Praktikum Kimia Dasar
20111,IF8301L,Praktikum Algoritma dan Struktur Data
20111,MAT8303,Matematika Diskrit
20111,EL8301L,Praktikum Teknik Digital
20111,IF8401L,Praktikum Basis Data
20111,EKM8701,Pengantar Ekonomi Makro
20111,IF8605,Intelegensia Buatan
20111,EKM8701,Pengantar Ekonomi Makro
20111,EL8301L,Praktikum Teknik Digital
20111,IF8605,Intelegensia Buatan
20111,EL8301,Teknik Dijital
20111,MAT8101,Kalkulus I
20111,MAT8101,Kalkulus I
20111,KIM8101L,Praktikum Kimia Dasar
20111,IF8201L,Praktikum Dasar Pemrograman
20111,MAT8304,Logika Informatika
20111,MAT8303,Matematika Diskrit
20111,EL8301,Teknik Dijital
20111,MAN8601,Manajemen
20111,MAT8304,Logika Informatika
20111,EKT8801,Ekonomi Teknik
20111,MAT8101,Kalkulus I
20111,IF8301,Algoritma dan Struktur Data
20111,MAT8303,Matematika Diskrit
20111,UN8203,English for Special Purpose
20111,EKT8801,Ekonomi Teknik
20111,IF8602,Pemrograman Internet
20111,IF8801,Kewirausahaan dan Etika Bisnis
20111,IF8710P,Sistem Cerdas
20111,EL8301,Teknik Dijital
20111,IF8506,Interaksi Manusia dan Komputer
20111,IF8507,Komunikasi Antar Personel
20111,IF8506,Interaksi Manusia dan Komputer
20111,IF8504,Sistem Operasi
20111,UN8104,Bahasa Inggris
20111,MAT8201,Kalkulus II
20111,IF8301,Algoritma dan Struktur Data
20111,MAT8304,Logika Informatika
20111,MAT8304,Logika Informatika
20111,IF8301L,Praktikum Algoritma dan Struktur Data
20111,EL8301,Teknik Dijital
20111,IF8601L,Praktikum Jaringan Komputer Lanjut
20111,EKT8801,Ekonomi Teknik
20111,IF8701L,Praktikum Sistem Multimedia
20111,IF8401,Basis Data
20111,IF8706P,Sistem Informasi Enterprise
20111,MAT8101,Kalkulus I
20111,KIM8101,Kimia Dasar
20111,MAT8201,Kalkulus II
20111,MAT8302,Matematika Teknik
20111,MAT8201,Kalkulus II
20111,IF8301L,Praktikum Algoritma dan Struktur Data
20111,IF8404L,Praktikum Rekayasa Perangkat Lunak
20111,MAT8201,Kalkulus II
20111,IF8201L,Praktikum Dasar Pemrograman
20111,EKM8701,Pengantar Ekonomi Makro
20111,KIM8101,Kimia Dasar
20111,KIM8101L,Praktikum Kimia Dasar
20111,MAT8201,Kalkulus II
20111,IF8201L,Praktikum Dasar Pemrograman
20111,MAN8601,Manajemen
20111,IF8801,Kewirausahaan dan Etika Bisnis
20111,IF8801,Kewirausahaan dan Etika Bisnis
20111,EL8201,Dasar Rangkaian Elektrik
20111,IF8301,Algoritma dan Struktur Data
20111,MAT8304,Logika Informatika
20111,UN8102,Bahasa Arab I
20111,IF8301,Algoritma dan Struktur Data
20111,EL8301L,Praktikum Teknik Digital
20111,MAT8101,Kalkulus I
20111,IF8201L,Praktikum Dasar Pemrograman
20111,IF8301,Algoritma dan Struktur Data
20111,MAT8304,Logika Informatika
20111,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20111,IF8703,Metode Penelitian
20111,MAT8304,Logika Informatika
20111,MAT8101,Kalkulus I
20111,MAT8101,Kalkulus I
20111,MAT8101,Kalkulus I
20111,EL8301,Teknik Dijital
20111,MAT8304,Logika Informatika
20111,MAT8101,Kalkulus I
20111,MAT8101,Kalkulus I
20111,MAT8304,Logika Informatika
20111,IF8301L,Praktikum Algoritma dan Struktur Data
20111,IF8602,Pemrograman Internet
20111,MAT8304,Logika Informatika
20111,IF8602,Pemrograman Internet
20111,MAT8101,Kalkulus I
20111,EL8301,Teknik Dijital
20111,IF8507,Komunikasi Antar Personel
20111,EKM8701,Pengantar Ekonomi Makro
20111,EL8301,Teknik Dijital
20111,MAT8101,Kalkulus I
20111,UN8205,Hadits dan Ilmu Hadits
20111,MAT8304,Logika Informatika
20111,EL8301L,Praktikum Teknik Digital
20111,IF8301L,Praktikum Algoritma dan Struktur Data
20111,IF8603L,Praktikum Kriptografi
20111,MAT8101,Kalkulus I
20111,MAT8304,Logika Informatika
20111,EL8301,Teknik Dijital
20111,MAT8304,Logika Informatika
20111,MAT8301,Probabilitas dan Statistika
20111,IF8301L,Praktikum Algoritma dan Struktur Data
20111,MAT8301,Probabilitas dan Statistika
20111,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20111,MAT8101,Kalkulus I
20111,EKM8701,Pengantar Ekonomi Makro
20111,IF8301L,Praktikum Algoritma dan Struktur Data
20111,EKT8801,Ekonomi Teknik
20111,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20111,FIS8101,Fisika Dasar
20111,MAT8101,Kalkulus I
20111,KIM8101,Kimia Dasar
20111,MAT8201,Kalkulus II
20111,KIM8101,Kimia Dasar
20111,EL8201,Dasar Rangkaian Elektrik
20111,IF8301,Algoritma dan Struktur Data
20111,MAT8302,Matematika Teknik
20111,FIS8101,Fisika Dasar
20111,EL8201,Dasar Rangkaian Elektrik
20111,IF8301,Algoritma dan Struktur Data
20111,IF8603L,Praktikum Kriptografi
20111,IF8301L,Praktikum Algoritma dan Struktur Data
20111,EKT8801,Ekonomi Teknik
20111,EL8301,Teknik Dijital
20111,MAT8101,Kalkulus I
20111,IF8201,Dasar Pemrograman
20111,IF8506,Interaksi Manusia dan Komputer
20111,EKM8701,Pengantar Ekonomi Makro
20111,MAT8101,Kalkulus I
20111,EL8301L,Praktikum Teknik Digital
20111,EKT8801,Ekonomi Teknik
20111,EL8301,Teknik Dijital
20111,EKT8801,Ekonomi Teknik
20111,IF8703,Metode Penelitian
20111,MAT8101,Kalkulus I
20111,EKM8701,Pengantar Ekonomi Makro
20111,EL8301L,Praktikum Teknik Digital
20111,IF8801,Kewirausahaan dan Etika Bisnis
20111,IF8604,Sistem Terdistribusi
20111,MAT8101,Kalkulus I
20111,KIM8101,Kimia Dasar
20111,KIM8101L,Praktikum Kimia Dasar
20111,MAT8101,Kalkulus I
20111,EL8301,Teknik Dijital
20111,IF8801,Kewirausahaan dan Etika Bisnis
20111,MAT8101,Kalkulus I
20111,UN8205,Hadits dan Ilmu Hadits
20111,KIM8101,Kimia Dasar
20111,EL8301,Teknik Dijital
20111,EKM8701,Pengantar Ekonomi Makro
20111,KIM8101,Kimia Dasar
20111,UN8205,Hadits dan Ilmu Hadits
20111,IF8201L,Praktikum Dasar Pemrograman
20111,MAT8101,Kalkulus I
20111,KIM8101,Kimia Dasar
20111,KIM8101L,Praktikum Kimia Dasar
20111,IF8504,Sistem Operasi
20111,IF8605,Intelegensia Buatan
20111,MAT8101,Kalkulus I
20111,EKM8701,Pengantar Ekonomi Makro
20111,MAT8101,Kalkulus I
20111,KIM8101,Kimia Dasar
20111,MAT8304,Logika Informatika
20111,KIM8101,Kimia Dasar
20111,MAT8303,Matematika Diskrit
20111,MAT8301,Probabilitas dan Statistika
20111,MAT8101,Kalkulus I
20111,KIM8101,Kimia Dasar
20111,KIM8101L,Praktikum Kimia Dasar
20111,MAT8101,Kalkulus I
20111,IF8201,Dasar Pemrograman
20111,IF8603,Kriptografi
20111,IF8201,Dasar Pemrograman
20111,KIM8101,Kimia Dasar
20111,KIM8101,Kimia Dasar
20111,EL8301,Teknik Dijital
20111,IF8405,Teori Bahasa dan Otomata
20111,EKM8701,Pengantar Ekonomi Makro
20111,IF8605,Intelegensia Buatan
20111,MAT8101,Kalkulus I
20111,MAT8304,Logika Informatika
20111,KIM8101,Kimia Dasar
20111,MAT8304,Logika Informatika
20111,MAT8101,Kalkulus I
20111,KIM8101L,Praktikum Kimia Dasar
20111,EL8301,Teknik Dijital
20111,IF8605,Intelegensia Buatan
20111,MAT8304,Logika Informatika
20111,MAT8101,Kalkulus I
20111,IF8403,Organisasi dan  Arsitektur Komputer
20111,IF8502,Rekayasa Perangkat Lunak Lanjut
20111,IF8701,Sistem Multimedia
20111,EL8301L,Praktikum Teknik Digital
20111,IF8801,Kewirausahaan dan Etika Bisnis
20111,MAT8101,Kalkulus I
20111,KIM8101,Kimia Dasar
20111,KIM8101L,Praktikum Kimia Dasar
20111,UN8205,Hadits dan Ilmu Hadits
20111,EL8301,Teknik Dijital
20111,IF8801,Kewirausahaan dan Etika Bisnis
20111,MAN8601,Manajemen
20111,KIM8101,Kimia Dasar
20111,KIM8101,Kimia Dasar
20111,EKM8701,Pengantar Ekonomi Makro
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8602L,Praktikum Pemrograman Internet
20121,UN8101,AlQuran dan Ilmu Tafsir
20121,IF8603,Kriptografi
20121,IF8701L,Praktikum Sistem Multimedia
20121,IF8603L,Praktikum Kriptografi
20121,EKT8801,Ekonomi Teknik
20121,IF8701L,Praktikum Sistem Multimedia
20121,UN8101,AlQuran dan Ilmu Tafsir
20121,UN8102,Bahasa Arab I
20121,FIS8101,Fisika Dasar
20121,MAT8301,Probabilitas dan Statistika
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8601L,Praktikum Jaringan Komputer Lanjut
20121,IF8404,Rekayasa Perangkat Lunak
20121,IF8603L,Praktikum Kriptografi
20121,KIM8101,Kimia Dasar
20121,UN8101,AlQuran dan Ilmu Tafsir
20121,IF8201,Dasar Pemrograman
20121,EL8201,Dasar Rangkaian Elektrik
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8301,Algoritma dan Struktur Data
20121,IF8201,Dasar Pemrograman
20121,MAT8201,Kalkulus II
20121,UN8202,Bahasa Arab II
20121,IF8507,Komunikasi Antar Personel
20121,MAT8101,Kalkulus I
20121,UN8102,Bahasa Arab I
20121,IF8201,Dasar Pemrograman
20121,IF8801,Kewirausahaan dan Etika Bisnis
20121,MAT8101,Kalkulus I
20121,EL8201,Dasar Rangkaian Elektrik
20121,UN8201,Akhlak Tasawuf
20121,IF8101,Pengantar Teknologi Informasi
20121,IF8801,Kewirausahaan dan Etika Bisnis
20121,UN8101,AlQuran dan Ilmu Tafsir
20121,UN8102,Bahasa Arab I
20121,MAT8302,Matematika Teknik
20121,MAN8601,Manajemen
20121,IF8101,Pengantar Teknologi Informasi
20121,EKM8701,Pengantar Ekonomi Makro
20121,MAT8302,Matematika Teknik
20121,IF8201,Dasar Pemrograman
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8301,Algoritma dan Struktur Data
20121,IF8801,Kewirausahaan dan Etika Bisnis
20121,UN15202,Bahasa Inggris II
20121,UN8201,Akhlak Tasawuf
20121,IF8201,Dasar Pemrograman
20121,MAT8201,Kalkulus II
20121,MAT8303,Matematika Diskrit
20121,MAT8301,Probabilitas dan Statistika
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8701L,Praktikum Sistem Multimedia
20121,IF8712P,Pengolahan Citra Digital
20121,IF8701L,Praktikum Sistem Multimedia
20121,KIM8101,Kimia Dasar
20121,KIM8101,Kimia Dasar
20121,MAT8201,Kalkulus II
20121,IF8603,Kriptografi
20121,IF8603L,Praktikum Kriptografi
20121,EL8301L,Praktikum Teknik Digital
20121,IF8201,Dasar Pemrograman
20121,MAT8301,Probabilitas dan Statistika
20121,EKM8701,Pengantar Ekonomi Makro
20121,EKM8701,Pengantar Ekonomi Makro
20121,FIS8101,Fisika Dasar
20121,UN8101,AlQuran dan Ilmu Tafsir
20121,KIM8101,Kimia Dasar
20121,KIM8101,Kimia Dasar
20121,MAT8101,Kalkulus I
20121,IF8201,Dasar Pemrograman
20121,MAT8303,Matematika Diskrit
20121,MAN8601,Manajemen
20121,MAT8201,Kalkulus II
20121,IF8402L,Praktikum Pemrograman Berorientasi Objek
20121,UN8101,AlQuran dan Ilmu Tafsir
20121,MAT8303,Matematika Diskrit
20121,IF8603L,Praktikum Kriptografi
20121,IF8701L,Praktikum Sistem Multimedia
20121,IF8506,Interaksi Manusia dan Komputer
20121,MAT8201,Kalkulus II
20121,EKM8701,Pengantar Ekonomi Makro
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8201,Dasar Pemrograman
20121,MAT8301,Probabilitas dan Statistika
20121,IF8602,Pemrograman Internet
20121,MAT8301,Probabilitas dan Statistika
20121,IF8402L,Praktikum Pemrograman Berorientasi Objek
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8501L,Praktikum Sistem Basisdata
20121,IF15302,Organisasi dan Arsitektur Komputer
20121,IF8201,Dasar Pemrograman
20121,IF8201,Dasar Pemrograman
20121,MAT8201,Kalkulus II
20121,IF8406,Strategi Algoritma
20121,IF8507,Komunikasi Antar Personel
20121,IF8605,Intelegensia Buatan
20121,IF8701L,Praktikum Sistem Multimedia
20121,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20121,IF8602,Pemrograman Internet
20121,IF8506,Interaksi Manusia dan Komputer
20121,IF8507,Komunikasi Antar Personel
20121,IF8507,Komunikasi Antar Personel
20121,MAT8101,Kalkulus I
20121,MAT8101,Kalkulus I
20121,KIM8101,Kimia Dasar
20121,EKM8701,Pengantar Ekonomi Makro
20121,MAT8301,Probabilitas dan Statistika
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8201,Dasar Pemrograman
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8501L,Praktikum Sistem Basisdata
20121,IF8506,Interaksi Manusia dan Komputer
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8502,Rekayasa Perangkat Lunak Lanjut
20121,MAT8201,Kalkulus II
20121,IF8201,Dasar Pemrograman
20121,MAT8301,Probabilitas dan Statistika
20121,IF8507,Komunikasi Antar Personel
20121,EKM8701,Pengantar Ekonomi Makro
20121,EKM8701,Pengantar Ekonomi Makro
20121,EKM8701,Pengantar Ekonomi Makro
20121,EL8301,Teknik Dijital
20121,EL8301,Teknik Dijital
20121,EKM8701,Pengantar Ekonomi Makro
20121,EKM8701,Pengantar Ekonomi Makro
20121,MAT8301,Probabilitas dan Statistika
20121,MAT8101,Kalkulus I
20121,MAT8201,Kalkulus II
20121,IF8201,Dasar Pemrograman
20121,MAT8101,Kalkulus I
20121,MAT8301,Probabilitas dan Statistika
20121,MAT8101,Kalkulus I
20121,IF8201,Dasar Pemrograman
20121,MAT8101,Kalkulus I
20121,MAT8101,Kalkulus I
20121,KIM8101,Kimia Dasar
20121,IF8201,Dasar Pemrograman
20121,MAT8303,Matematika Diskrit
20121,MAT8301,Probabilitas dan Statistika
20121,IF8507,Komunikasi Antar Personel
20121,IF8603L,Praktikum Kriptografi
20121,MAT8101,Kalkulus I
20121,MAT8101,Kalkulus I
20121,EKT8801,Ekonomi Teknik
20121,MAT8101,Kalkulus I
20121,MAT8301,Probabilitas dan Statistika
20121,UN8201,Akhlak Tasawuf
20121,MAT15201,Kalkulus II
20121,MAT8101,Kalkulus I
20121,UN8201,Akhlak Tasawuf
20121,MAT8303,Matematika Diskrit
20121,MAT8301,Probabilitas dan Statistika
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8605,Intelegensia Buatan
20121,IF8201,Dasar Pemrograman
20121,MAT8201,Kalkulus II
20121,EL8301,Teknik Dijital
20121,IF8301,Algoritma dan Struktur Data
20121,MAT8101,Kalkulus I
20121,IF8201,Dasar Pemrograman
20121,IF8201,Dasar Pemrograman
20121,MAT8201,Kalkulus II
20121,EKT8801,Ekonomi Teknik
20121,EKT8801,Ekonomi Teknik
20121,EKT8801,Ekonomi Teknik
20121,IF8603,Kriptografi
20121,MAT8101,Kalkulus I
20121,MAT8101,Kalkulus I
20121,IF8703,Metode Penelitian
20121,IF8605,Intelegensia Buatan
20121,KIM8101,Kimia Dasar
20121,IF8201,Dasar Pemrograman
20121,MAT8201,Kalkulus II
20121,MAT8101,Kalkulus I
20121,IF8201,Dasar Pemrograman
20121,MAT8101,Kalkulus I
20121,UN8203,English for Special Purpose
20121,IF8201,Dasar Pemrograman
20121,IF8201,Dasar Pemrograman
20121,MAT8101,Kalkulus I
20121,MAT8301,Probabilitas dan Statistika
20121,EKM8701,Pengantar Ekonomi Makro
20121,IF8801,Kewirausahaan dan Etika Bisnis
20121,MAT8101,Kalkulus I
20121,MAT8301,Probabilitas dan Statistika
20121,MAT8101,Kalkulus I
20121,IF8201,Dasar Pemrograman
20121,UN8201,Akhlak Tasawuf
20121,IF8604,Sistem Terdistribusi
20121,IF8703PL,Praktikum WirelessMobile Computing
20121,KIM8101,Kimia Dasar
20121,MAT8201,Kalkulus II
20121,EKM8701,Pengantar Ekonomi Makro
20121,KIM8101,Kimia Dasar
20121,KIM8101,Kimia Dasar
20121,KIM8101,Kimia Dasar
20121,KIM8101,Kimia Dasar
20121,KIM8101,Kimia Dasar
20121,KIM8101,Kimia Dasar
20121,KIM8101,Kimia Dasar
20121,MAT8101,Kalkulus I
20121,IF8201,Dasar Pemrograman
20121,IF8507,Komunikasi Antar Personel
20121,UN8201,Akhlak Tasawuf
20121,IF8603,Kriptografi
20121,IF8301,Algoritma dan Struktur Data
20121,EKT8801,Ekonomi Teknik
20121,IF8801,Kewirausahaan dan Etika Bisnis
20121,IF8603L,Praktikum Kriptografi
20121,IF8402L,Praktikum Pemrograman Berorientasi Objek
20121,KIM8101,Kimia Dasar
20121,KIM8101,Kimia Dasar
20121,KIM8101,Kimia Dasar
20121,IF8605,Intelegensia Buatan
20121,KIM8101,Kimia Dasar
20121,KIM8101,Kimia Dasar
20121,IF8404L,Praktikum Rekayasa Perangkat Lunak
20121,EKT8801,Ekonomi Teknik
20121,KIM8101,Kimia Dasar
20121,KIM8101,Kimia Dasar
20121,EKM8701,Pengantar Ekonomi Makro
20121,EKM8701,Pengantar Ekonomi Makro
20121,MAT8101,Kalkulus I
20121,KIM8101,Kimia Dasar
20121,MAT8201,Kalkulus II
20121,IF8406,Strategi Algoritma
20121,IF8801,Kewirausahaan dan Etika Bisnis
20121,IF15302,Organisasi dan Arsitektur Komputer
20121,IF8506,Interaksi Manusia dan Komputer
20131,MAT8201,Kalkulus II
20131,MAT8101,Kalkulus I
20131,IF8401L,Praktikum Basis Data
20131,IF8402L,Praktikum Pemrograman Berorientasi Objek
20131,MAT8101,Kalkulus I
20131,EL8301L,Praktikum Teknik Digital
20131,EL8201,Dasar Rangkaian Elektrik
20131,IF8201L,Praktikum Dasar Pemrograman
20131,EL8201,Dasar Rangkaian Elektrik
20131,MAT8101,Kalkulus I
20131,IF8506,Interaksi Manusia dan Komputer
20131,IF8712P,Pengolahan Citra Digital
20131,MAT8201,Kalkulus II
20131,KIM8101,Kimia Dasar
20131,MAT8101,Kalkulus I
20131,KIM8101,Kimia Dasar
20131,MAT8101,Kalkulus I
20131,IF8502L,Praktikum Rekayasa Perangkat Lunak Lanjut
20131,MAT8101,Kalkulus I
20131,IF8201,Dasar Pemrograman
20131,MAT8101,Kalkulus I
